TITLE,ADDR1,FIRST_IMG,FIRST_IMG2,KEYID,KEYTYPE,BOOKTOUR,ADR2,CAT1,CAT2,CAT3,CPYRIGHT,GPSX,GPSY,MAPLEVEL,CREATED,MODIFIED,TEL,AREA1,AREA2
리버시티수상스키장,서울특별시 강남구 압구정로11길 37-53 (압구정동),,,767780,28,,"한강시민공원 내 잠원1지구, 리버시티수상스키장",A03,A0303,A03030100,,127.0191711533,37.5291121024,6,20090717233206,20250321112000,,1,1
지중해수상스키클럽,경기도 양평군 옥천면 경강로 1432-12,,,2755499,28,,,A03,A0303,A03030100,,127.4436969771,37.5105663909,6,20211012193414,20240724140524,,31,19
