콘텐츠제목,주소,대표이미지(원본),대표이미지(썸네일),콘텐츠ID,콘텐츠타입ID,교과서속여행지,상세주소,대분류,중분류,소분류,저작권유형,GPSX좌표,GPSY좌표 ,MAP레벨,등록일,수정일,전화번호,지역코드,시군구코드
광안리 SUP Zone,부산광역시 수영구 남천동,,,2708019,28,0,,A03,A0301,A03010200,,129.1146732910,35.1477386656,6,20210304011834,20250307103416,,6,12
태화강 SUP,울산광역시 남구 삼산로 168 (달동),http://tong.visitkorea.or.kr/cms/resource/42/2948542_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2948542_image3_1.jpg,2948546,28,,3층,A03,A0301,A03010200,Type3,129.3257190993,35.5367184121,6,20230210145053,20250120170956,,7,2
2024 APP WORLD TOUR BUSAN SUP OPEN,부산광역시 수영구 광안동,http://tong.visitkorea.or.kr/cms/resource/04/3380004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3380004_image3_1.jpg,2966405,15,,,A02,A0208,A02081300,Type3,129.1187283403,35.1533381142,6,20230412174654,20241004142339,02-6677-1499,6,12
카누&SUP체험,충청남도 부여군 규암면 호암리267,http://tong.visitkorea.or.kr/cms/resource/41/2793941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2793941_image2_1.jpg,2783091,28,,,A03,A0303,A03030200,Type3,126.9166585278,36.3007547505,6,20211130004853,20240806135111,,34,6
2024 강릉 K-SUP CUP,강원특별자치도 강릉시 송정길30번안길 20-3 (송정동),http://tong.visitkorea.or.kr/cms/resource/86/3304286_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/86/3304286_image3_1.png,3304131,15,,,A02,A0208,A02081200,Type3,128.9379372334,37.7768749087,6,20240529182848,20240530164735,"02-6677-1499, 1599",32,1
