콘텐츠제목,콘텐츠ID,이미지이름,이미지주소,저작권,썸네일이미지주소
,3006242,모비딕수상레저1,,Type3,http://tong.visitkorea.or.kr/cms/resource/05/3000405_image3_1.jpg
,3006242,모비딕수상레저5,,Type3,http://tong.visitkorea.or.kr/cms/resource/09/3000409_image3_1.jpg
,3006242,모비딕수상레저10,,Type3,http://tong.visitkorea.or.kr/cms/resource/14/3000414_image3_1.jpg
,3006242,모비딕수상레저11,,Type3,http://tong.visitkorea.or.kr/cms/resource/15/3000415_image3_1.jpg
,3006242,모비딕수상레저15,,Type3,http://tong.visitkorea.or.kr/cms/resource/19/3000419_image3_1.jpg
