제목,검색키워드,이미지URL,촬영장소,촬영월,콘텐츠ID,콘텐츠타입ID,등록일시,수정일시,사진작가
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/49/1693449.jpg,강원도 강릉,,1693449,17,20120816113225,20150703102826,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/48/1693448.jpg,강원도 강릉,,1693448,17,20120816113101,20150703102810,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/45/1693445.jpg,강원도 강릉,,1693445,17,20120816112921,20150703102759,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/43/1693443.jpg,강원도 강릉,,1693443,17,20120816112803,20150703102748,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/08/1693408.jpg,강원도 강릉,,1693408,17,20120816111231,20150703102405,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/99/1693399.jpg,강원도 강릉,,1693399,17,20120816110729,20150703102349,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/83/1693383.jpg,강원도 강릉,,1693383,17,20120816110523,20150703102333,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/22/1693422.jpg,강원도 강릉,,1693422,17,20120816111827,20150703102319,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/24/1693424.jpg,강원도 강릉,,1693424,17,20120816112014,20150703102302,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/27/1693427.jpg,강원도 강릉,,1693427,17,20120816112203,20150703102244,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/29/1693429.jpg,강원도 강릉,,1693429,17,20120816112359,20150703102217,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/39/1693439.jpg,강원도 강릉,,1693439,17,20120816112634,20150703102143,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/54/1693354.jpg,강원도 강릉,,1693354,17,20120816105455,20150703102015,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/56/1693356.jpg,강원도 강릉,,1693356,17,20120816105713,20150703101948,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/58/1693358.jpg,강원도 강릉,,1693358,17,20120816105847,20150703101933,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/68/1693368.jpg,강원도 강릉,,1693368,17,20120816110339,20150703101741,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/95/1693295.jpg,강원도 강릉,,1693295,17,20120816102930,20150703101611,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/25/1693325.jpg,강원도 강릉,,1693325,17,20120816103938,20150703101549,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/37/1693337.jpg,강원도 강릉,,1693337,17,20120816104144,20150703101526,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/39/1693339.jpg,강원도 강릉,,1693339,17,20120816104308,20150703101507,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/40/1693340.jpg,강원도 강릉,,1693340,17,20120816104431,20150703101454,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/44/1693344.jpg,강원도 강릉,,1693344,17,20120816104601,20150703101444,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/29/1693029.jpg,강원도 양양,,1693029,17,20120814172139,20150703101324,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/98/1692998.jpg,강원도 양양,,1692998,17,20120814170851,20150703101313,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/72/1693272.jpg,강원도 강릉,,1693272,17,20120816101925,20150703101217,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름, 요트",http://tong.visitkorea.or.kr/cms2/website/74/1693274.jpg,강원도 강릉,,1693274,17,20120816102128,20150703101206,한국관광공사 김지호
정동진해수욕장,"정동진해수욕장, 정동진해변, 물놀이, 여름, 요트",http://tong.visitkorea.or.kr/cms2/website/75/1693275.jpg,강원도 강릉,,1693275,17,20120816102320,20150703101153,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/57/1692957.jpg,강원도 양양,,1692957,17,20120814165302,20150703101107,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/56/1692956.jpg,강원도 양양,,1692956,17,20120814165129,20150703101045,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/58/1692958.jpg,강원도 양양,,1692958,17,20120814165420,20150703101020,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/63/1692963.jpg,강원도 양양,,1692963,17,20120814170300,20150703100604,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/73/1692973.jpg,강원도 양양,,1692973,17,20120814170456,20150703100549,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/13/1692913.jpg,강원도 양양,,1692913,17,20120814162324,20150703100420,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/03/1692903.jpg,강원도 양양,,1692903,17,20120814162010,20150703100351,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/89/1692889.jpg,강원도 양양,,1692889,17,20120814160732,20150703100304,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/88/1692888.jpg,강원도 양양,,1692888,17,20120814160551,20150703100252,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/84/1692884.jpg,강원도 양양,,1692884,17,20120814160326,20150703100238,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/43/1692843.jpg,강원도 양양,,1692843,17,20120814154245,20150703100023,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/75/1692875.jpg,강원도 양양,,1692875,17,20120814155606,20150703095837,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/78/1692878.jpg,강원도 양양,,1692878,17,20120814155814,20150703095823,한국관광공사 김지호
낙산해수욕장,"낙산해수욕장, 낙산해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/82/1692882.jpg,강원도 양양,,1692882,17,20120814160206,20150703095813,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/78/1692778.jpg,강원도 속초,,1692778,17,20120814144352,20150703095355,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/73/1692773.jpg,강원도 속초,,1692773,17,20120814144213,20150703095328,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/62/1692762.jpg,강원도 속초,,1692762,17,20120814143003,20150703095211,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/60/1692760.jpg,강원도 속초,,1692760,17,20120814142658,20150703095124,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/63/1692763.jpg,강원도 속초,,1692763,17,20120814143153,20150703095032,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/65/1692765.jpg,강원도 속초,,1692765,17,20120814143343,20150703095018,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/71/1692771.jpg,강원도 속초,,1692771,17,20120814143858,20150703094945,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/72/1692772.jpg,강원도 속초,,1692772,17,20120814144023,20150703094933,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/49/1692749.jpg,강원도 속초,,1692749,17,20120814141737,20150703094640,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/19/1692719.jpg,강원도 속초,,1692719,17,20120814134526,20150703094148,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/04/1692704.jpg,강원도 속초,,1692704,17,20120814133045,20150703093936,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/89/1692689.jpg,강원도 속초,,1692689,17,20120814131759,20150703093748,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/86/1692686.jpg,강원도 속초,,1692686,17,20120814131441,20150703093033,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/85/1692685.jpg,강원도 속초,,1692685,17,20120814131404,20150703093023,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/84/1692684.jpg,강원도 속초,,1692684,17,20120814131201,20150703093003,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/79/1692679.jpg,강원도 속초,,1692679,17,20120814130806,20150703092934,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/78/1692678.jpg,강원도 속초,,1692678,17,20120814130638,20150703092917,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 여름, 물놀이",http://tong.visitkorea.or.kr/cms2/website/77/1692677.jpg,강원도 속초,,1692677,17,20120814130343,20150703092849,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/51/1692651.jpg,강원도 속초,,1692651,17,20120814113312,20150703092834,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/27/1692627.jpg,강원도 속초,,1692627,17,20120814112622,20150703092639,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/25/1692625.jpg,강원도 속초,,1692625,17,20120814112449,20150703092604,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/15/1692615.jpg,강원도 속초,,1692615,17,20120814112200,20150703092530,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/96/1692596.jpg,강원도 속초,,1692596,17,20120814110355,20150703092351,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/97/1692597.jpg,강원도 속초,,1692597,17,20120814110514,20150703092326,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/98/1692598.jpg,강원도 속초,,1692598,17,20120814110641,20150703092308,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/99/1692599.jpg,강원도 속초,,1692599,17,20120814110832,20150703092258,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/91/1692591.jpg,강원도 속초,,1692591,17,20120814110051,20150703092214,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/84/1692584.jpg,강원도 속초,,1692584,17,20120814105440,20150703092140,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/53/1692553.jpg,강원도 속초,,1692553,17,20120814103038,20150702181817,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/84/1692484.jpg,강원도 속초,,1692484,17,20120814100640,20150702181047,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/30/1692430.jpg,강원도 속초,,1692430,17,20120814092225,20150702180943,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/32/1692432.jpg,강원도 속초,,1692432,17,20120814092334,20150702180918,한국관광공사 김지호
속초해수욕장,"속초해수욕장, 속초해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/52/1692452.jpg,강원도 속초,,1692452,17,20120814094225,20150702180613,한국관광공사 김지호
화진포해수욕장,"화진포해수욕장, 해변, 물놀이, 여름",http://tong.visitkorea.or.kr/cms2/website/05/1691705.jpg,강원도 고성,,1691705,17,20120813170203,20150702180501,한국관광공사 김지호
화진포해수욕장,"화진포해수욕장, 해변, 물놀이",http://tong.visitkorea.or.kr/cms2/website/95/1691695.jpg,강원도 고성,,1691695,17,20120813170003,20150702180412,한국관광공사 김지호
